flow_id,src,dst,path_idx,path_hops,demand_mbps,rate_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
44,1,0,2,q_r2_r7 | q_r7_r5 | q_r5_r1,2.3795,0.6969,175500,175500,0,0.00
45,1,2,0,q_r2_r7 | q_r7_r3,2.5568,2.5042,627000,627000,0,0.00
46,1,2,3,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r3,2.5568,0.0474,12000,12000,0,0.00
47,1,3,1,q_r2_r7 | q_r7_r5 | q_r5_r4,0.1815,0.1761,45000,45000,0,0.00
48,1,4,0,q_r2_r15 | q_r15_r5,8.8342,0.2989,75000,75000,0,0.00
49,1,4,1,q_r2_r7 | q_r7_r5,8.8342,8.5352,2134500,2134500,0,0.00
50,1,5,0,q_r2_r7 | q_r7_r6,1.3054,0.6871,172500,172500,0,0.00
51,1,5,3,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r6,1.3054,0.6181,156000,156000,0,0.00
52,1,6,0,q_r2_r7,20.1787,18.7671,4692000,4692000,0,0.00
53,1,6,2,q_r2_r15 | q_r15_r5 | q_r5_r7,20.1787,1.3181,330000,330000,0,0.00
54,1,6,3,q_r2_r15 | q_r15_r22 | q_r22_r7,20.1787,0.0935,24000,24000,0,0.00
55,1,9,0,q_r2_r15 | q_r15_r5 | q_r5_r1 | q_r1_r10,83.9072,0.0507,13500,12000,1500,11.11
56,1,9,1,q_r2_r7 | q_r7_r3 | q_r3_r1 | q_r1_r10,83.9072,57.8630,14466000,14466000,0,0.00
57,1,9,2,q_r2_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,83.9072,25.9933,6499500,6499500,0,0.00
58,1,11,0,q_r2_r15 | q_r15_r12,0.6403,0.2996,75000,18000,57000,76.00
59,1,11,1,q_r2_r7 | q_r7_r22 | q_r22_r15 | q_r15_r12,0.6403,0.0329,9000,7500,1500,16.67
60,1,11,2,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r12,0.6403,0.1716,43500,7500,36000,82.76
61,1,11,3,q_r2_r7 | q_r7_r3 | q_r3_r13 | q_r13_r12,0.6403,0.1362,34500,6000,28500,82.61
62,1,13,0,q_r2_r14,0.1553,0.0181,6000,6000,0,0.00
63,1,13,1,q_r2_r7 | q_r7_r14,0.1553,0.0888,22500,22500,0,0.00
64,1,13,2,q_r2_r15 | q_r15_r5 | q_r5_r7 | q_r7_r14,0.1553,0.0467,12000,12000,0,0.00
65,1,14,0,q_r2_r15,10.1265,10.1019,2526000,2526000,0,0.00
66,1,14,2,q_r2_r7 | q_r7_r5 | q_r5_r15,10.1265,0.0179,4500,4500,0,0.00
67,1,15,0,q_r2_r15 | q_r15_r22 | q_r22_r16,1.5799,0.5772,145500,145500,0,0.00
68,1,15,1,q_r2_r7 | q_r7_r22 | q_r22_r16,1.5799,1.0027,252000,252000,0,0.00
69,1,16,0,q_r2_r15 | q_r15_r5 | q_r5_r19 | q_r19_r17,32.7154,2.6398,660000,660000,0,0.00
70,1,16,1,q_r2_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,32.7154,24.5274,6132000,6132000,0,0.00
71,1,16,2,q_r2_r15 | q_r15_r22 | q_r22_r19 | q_r19_r17,32.7154,4.8841,1222500,1221000,1500,0.12
72,1,16,3,q_r2_r7 | q_r7_r5 | q_r5_r19 | q_r19_r17,32.7154,0.6641,166500,165000,1500,0.90
73,1,18,0,q_r2_r15 | q_r15_r5 | q_r5_r19,153.0206,5.8665,1467000,1467000,0,0.00
74,1,18,1,q_r2_r7 | q_r7_r22 | q_r22_r19,153.0206,34.9044,8727000,8725500,1500,0.02
75,1,18,2,q_r2_r15 | q_r15_r22 | q_r22_r19,153.0206,34.4122,8604000,8604000,0,0.00
76,1,18,3,q_r2_r7 | q_r7_r5 | q_r5_r19,153.0206,77.8375,19459500,19458000,1500,0.01
77,1,19,1,q_r2_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,0.0376,0.0210,6000,4500,1500,25.00
78,1,19,2,q_r2_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20,0.0376,0.0139,4500,3000,1500,33.33
79,1,20,0,q_r2_r15 | q_r15_r5 | q_r5_r4 | q_r4_r21,0.0847,0.0205,6000,4500,1500,25.00
80,1,20,1,q_r2_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,0.0847,0.0628,16500,15000,1500,9.09
81,1,21,0,q_r2_r15 | q_r15_r22,10.8046,2.9126,729000,727500,1500,0.21
82,1,21,1,q_r2_r7 | q_r7_r22,10.8046,7.8917,1974000,1972500,1500,0.08
83,2,0,0,q_r3_r1,3390.4048,1987.9746,496995000,496992000,3000,0.00
84,2,0,1,q_r3_r13 | q_r13_r5 | q_r5_r1,3390.4048,543.7214,135931500,135928500,3000,0.00
85,2,0,2,q_r3_r7 | q_r7_r5 | q_r5_r1,3390.4048,813.8558,203464500,203460000,4500,0.00
86,2,0,3,q_r3_r13 | q_r13_r8 | q_r8_r5 | q_r5_r1,3390.4048,44.8531,11214000,11214000,0,0.00
87,2,1,0,q_r3_r7 | q_r7_r2,5.1190,2.6161,655500,655500,0,0.00
88,2,1,2,q_r3_r13 | q_r13_r12 | q_r12_r15 | q_r15_r2,5.1190,0.1285,33000,9000,24000,72.73
89,2,1,3,q_r3_r7 | q_r7_r22 | q_r22_r15 | q_r15_r2,5.1190,2.3676,592500,592500,0,0.00
90,2,3,0,q_r3_r13 | q_r13_r5 | q_r5_r4,0.7335,0.1272,33000,33000,0,0.00
91,2,3,1,q_r3_r7 | q_r7_r5 | q_r5_r4,0.7335,0.2308,58500,58500,0,0.00
92,2,3,2,q_r3_r1 | q_r1_r5 | q_r5_r4,0.7335,0.3657,91500,91500,0,0.00
93,2,4,0,q_r3_r13 | q_r13_r5,1090.3076,263.0534,65764500,65763000,1500,0.00
94,2,4,1,q_r3_r7 | q_r7_r5,1090.3076,354.6555,88665000,88663500,1500,0.00
95,2,4,2,q_r3_r1 | q_r1_r5,1090.3076,472.5980,118150500,118149000,1500,0.00
96,2,5,0,q_r3_r13 | q_r13_r6,3411.5114,1311.3114,327828000,327825000,3000,0.00
97,2,5,1,q_r3_r7 | q_r7_r6,3411.5114,1538.7857,384697500,384693000,4500,0.00
98,2,5,2,q_r3_r13 | q_r13_r5 | q_r5_r7 | q_r7_r6,3411.5114,322.4454,80611500,80610000,1500,0.00
99,2,5,3,q_r3_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6,3411.5114,238.9688,59743500,59742000,1500,0.00
100,2,6,0,q_r3_r7,1176.3675,785.5507,196389000,196387500,1500,0.00
101,2,6,1,q_r3_r13 | q_r13_r6 | q_r6_r7,1176.3675,9.3104,2328000,2328000,0,0.00
102,2,6,2,q_r3_r1 | q_r1_r5 | q_r5_r7,1176.3675,58.9287,14733000,14733000,0,0.00
103,2,6,3,q_r3_r13 | q_r13_r5 | q_r5_r7,1176.3675,322.5776,80644500,80644500,0,0.00
104,2,7,0,q_r3_r13 | q_r13_r8,0.2114,0.1784,45000,45000,0,0.00
105,2,7,2,q_r3_r13 | q_r13_r5 | q_r5_r8,0.2114,0.0195,6000,6000,0,0.00
106,2,7,3,q_r3_r1 | q_r1_r5 | q_r5_r8,0.2114,0.0103,3000,3000,0,0.00
107,2,8,0,q_r3_r1 | q_r1_r20 | q_r20_r9,0.2894,0.2440,61500,61500,0,0.00
108,2,8,2,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.2894,0.0163,4500,4500,0,0.00
109,2,8,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.2894,0.0253,7500,7500,0,0.00
110,2,9,0,q_r3_r1 | q_r1_r10,30.0236,29.6491,7413000,7413000,0,0.00
111,2,9,1,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,30.0236,0.0994,25500,25500,0,0.00
112,2,9,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,30.0236,0.2751,69000,69000,0,0.00
113,2,10,0,q_r3_r13 | q_r13_r5 | q_r5_r11,0.9942,0.0683,18000,18000,0,0.00
114,2,10,1,q_r3_r7 | q_r7_r22 | q_r22_r11,0.9942,0.1778,45000,45000,0,0.00
115,2,10,2,q_r3_r1 | q_r1_r5 | q_r5_r11,0.9942,0.2827,72000,72000,0,0.00
116,2,10,3,q_r3_r7 | q_r7_r5 | q_r5_r11,0.9942,0.4655,117000,117000,0,0.00
117,2,11,0,q_r3_r13 | q_r13_r12,1.1880,0.0828,21000,1500,19500,92.86
118,2,11,1,q_r3_r7 | q_r7_r22 | q_r22_r15 | q_r15_r12,1.1880,0.1999,51000,18000,33000,64.71
119,2,11,2,q_r3_r13 | q_r13_r5 | q_r5_r15 | q_r15_r12,1.1880,0.2803,70500,36000,34500,48.94
120,2,11,3,q_r3_r1 | q_r1_r5 | q_r5_r13 | q_r13_r12,1.1880,0.6250,157500,4500,153000,97.14
121,2,12,0,q_r3_r13,1.0583,1.0533,264000,262500,1500,0.57
122,2,13,0,q_r3_r7 | q_r7_r14,0.1663,0.0527,13500,13500,0,0.00
123,2,13,1,q_r3_r7 | q_r7_r2 | q_r2_r14,0.1663,0.0362,10500,10500,0,0.00
124,2,13,2,q_r3_r13 | q_r13_r6 | q_r6_r7 | q_r7_r14,0.1663,0.0281,7500,6000,1500,20.00
125,2,13,3,q_r3_r13 | q_r13_r5 | q_r5_r7 | q_r7_r14,0.1663,0.0494,13500,12000,1500,11.11
126,2,14,0,q_r3_r13 | q_r13_r12 | q_r12_r15,140.2736,25.8201,6456000,951000,5505000,85.27
127,2,14,1,q_r3_r7 | q_r7_r22 | q_r22_r15,140.2736,0.4978,124500,124500,0,0.00
128,2,14,2,q_r3_r13 | q_r13_r5 | q_r5_r15,140.2736,72.4064,18102000,18100500,1500,0.01
129,2,14,3,q_r3_r1 | q_r1_r5 | q_r5_r15,140.2736,41.5493,10387500,10387500,0,0.00
130,2,15,0,q_r3_r1 | q_r1_r16,21.7589,6.8154,1704000,1704000,0,0.00
131,2,15,1,q_r3_r7 | q_r7_r22 | q_r22_r16,21.7589,4.0905,1023000,1021500,1500,0.15
132,2,15,2,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r16,21.7589,4.7288,1183500,1182000,1500,0.13
133,2,15,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r16,21.7589,6.1242,1531500,1530000,1500,0.10
134,2,17,0,q_r3_r13 | q_r13_r6 | q_r6_r18,84.1844,49.2815,12321000,12319500,1500,0.01
135,2,17,1,q_r3_r7 | q_r7_r22 | q_r22_r18,84.1844,20.2665,5067000,5065500,1500,0.03
136,2,17,2,q_r3_r7 | q_r7_r6 | q_r6_r18,84.1844,14.6360,3660000,3658500,1500,0.04
137,2,18,0,q_r3_r13 | q_r13_r5 | q_r5_r19,1420.1703,160.3916,40098000,40096500,1500,0.00
138,2,18,1,q_r3_r7 | q_r7_r22 | q_r22_r19,1420.1703,244.5593,61140000,61138500,1500,0.00
139,2,18,2,q_r3_r1 | q_r1_r5 | q_r5_r19,1420.1703,510.5319,127633500,127629000,4500,0.00
140,2,18,3,q_r3_r7 | q_r7_r5 | q_r5_r19,1420.1703,504.6876,126172500,126169500,3000,0.00
141,2,19,0,q_r3_r1 | q_r1_r20,1.2261,0.1690,43500,43500,0,0.00
142,2,19,1,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20,1.2261,0.1768,45000,43500,1500,3.33
143,2,19,2,q_r3_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,1.2261,0.7076,177000,177000,0,0.00
144,2,19,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20,1.2261,0.1728,43500,42000,1500,3.45
145,2,20,0,q_r3_r1 | q_r1_r10 | q_r10_r21,0.4858,0.2454,61500,60000,1500,2.44
146,2,20,1,q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21,0.4858,0.0404,10500,9000,1500,14.29
147,2,20,2,q_r3_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,0.4858,0.0461,12000,10500,1500,12.50
148,2,20,3,q_r3_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,0.4858,0.1539,39000,37500,1500,3.85
149,2,21,0,q_r3_r7 | q_r7_r22,9.3162,9.1108,2278500,2277000,1500,0.07
150,2,21,3,q_r3_r13 | q_r13_r12 | q_r12_r15 | q_r15_r22,9.3162,0.2046,52500,4500,48000,91.43
151,3,0,0,q_r4_r5 | q_r5_r1,42.7443,40.5165,10129500,10129500,0,0.00
152,3,0,2,q_r4_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1,42.7443,0.0155,4500,3000,1500,33.33
153,3,0,3,q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,42.7443,2.2050,552000,552000,0,0.00
154,3,1,1,q_r4_r5 | q_r5_r15 | q_r15_r2,0.0183,0.0104,3000,3000,0,0.00
155,3,2,0,q_r4_r5 | q_r5_r13 | q_r13_r3,0.7847,0.0227,6000,6000,0,0.00
156,3,2,1,q_r4_r5 | q_r5_r7 | q_r7_r3,0.7847,0.1587,40500,40500,0,0.00
157,3,2,2,q_r4_r5 | q_r5_r1 | q_r1_r3,0.7847,0.6033,151500,151500,0,0.00
158,3,4,0,q_r4_r5,13.9158,13.9146,3480000,3480000,0,0.00
159,3,5,0,q_r4_r5 | q_r5_r13 | q_r13_r6,0.6315,0.4633,117000,117000,0,0.00
160,3,5,1,q_r4_r5 | q_r5_r7 | q_r7_r6,0.6315,0.1114,28500,28500,0,0.00
161,3,5,3,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r6,0.6315,0.0569,15000,15000,0,0.00
162,3,6,0,q_r4_r5 | q_r5_r7,61.3305,55.9870,13998000,13998000,0,0.00
163,3,6,1,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r7,61.3305,5.1736,1294500,1294500,0,0.00
164,3,6,2,q_r4_r5 | q_r5_r13 | q_r13_r6 | q_r6_r7,61.3305,0.0153,4500,4500,0,0.00
165,3,6,3,q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r7,61.3305,0.1545,39000,39000,0,0.00
166,3,8,0,q_r4_r21 | q_r21_r10 | q_r10_r9,0.9109,0.0911,24000,24000,0,0.00
167,3,8,1,q_r4_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.9109,0.6091,153000,153000,0,0.00
168,3,8,2,q_r4_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,0.9109,0.2085,52500,52500,0,0.00
169,3,9,0,q_r4_r21 | q_r21_r10,8.7462,3.8357,960000,960000,0,0.00
170,3,9,1,q_r4_r5 | q_r5_r1 | q_r1_r10,8.7462,4.5233,1131000,1131000,0,0.00
171,3,9,2,q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r10,8.7462,0.3837,96000,96000,0,0.00
172,3,11,0,q_r4_r5 | q_r5_r13 | q_r13_r12,0.2020,0.0879,22500,3000,19500,86.67
173,3,11,1,q_r4_r5 | q_r5_r15 | q_r15_r12,0.2020,0.0947,24000,6000,18000,75.00
174,3,11,3,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r15 | q_r15_r12,0.2020,0.0165,4500,1500,3000,66.67
175,3,12,0,q_r4_r5 | q_r5_r13,0.0180,0.0179,4500,3000,1500,33.33
176,3,14,0,q_r4_r5 | q_r5_r15,22.9462,22.7505,5688000,5686500,1500,0.03
177,3,14,1,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r15,22.9462,0.1638,42000,42000,0,0.00
178,3,14,3,q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r15,22.9462,0.0219,6000,6000,0,0.00
179,3,15,0,q_r4_r5 | q_r5_r1 | q_r1_r16,10.7361,1.7819,445500,444000,1500,0.34
180,3,15,1,q_r4_r21 | q_r21_r10 | q_r10_r1 | q_r1_r16,10.7361,0.5621,141000,141000,0,0.00
181,3,15,2,q_r4_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,10.7361,8.3892,2098500,2097000,1500,0.07
182,3,18,0,q_r4_r17 | q_r17_r19,18.8665,2.7554,690000,690000,0,0.00
183,3,18,1,q_r4_r5 | q_r5_r19,18.8665,15.3981,3850500,3849000,1500,0.04
184,3,18,2,q_r4_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,18.8665,0.7076,177000,175500,1500,0.85
185,3,19,0,q_r4_r5 | q_r5_r1 | q_r1_r20,1.2520,0.8404,211500,210000,1500,0.71
186,3,19,1,q_r4_r21 | q_r21_r10 | q_r10_r9 | q_r9_r20,1.2520,0.0223,6000,6000,0,0.00
187,3,19,2,q_r4_r21 | q_r21_r10 | q_r10_r1 | q_r1_r20,1.2520,0.1117,28500,27000,1500,5.26
188,3,19,3,q_r4_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,1.2520,0.2776,70500,69000,1500,2.13
189,3,21,0,q_r4_r17 | q_r17_r19 | q_r19_r22,16.3571,6.4609,1615500,1615500,0,0.00
190,3,21,1,q_r4_r5 | q_r5_r19 | q_r19_r22,16.3571,0.6775,169500,168000,1500,0.88
191,3,21,2,q_r4_r5 | q_r5_r7 | q_r7_r22,16.3571,0.3217,81000,79500,1500,1.85
192,3,21,3,q_r4_r5 | q_r5_r15 | q_r15_r22,16.3571,8.8970,2224500,2223000,1500,0.07
193,4,0,0,q_r5_r1,356.7477,356.7084,89178000,89178000,0,0.00
194,4,0,1,q_r5_r13 | q_r13_r3 | q_r3_r1,356.7477,0.0164,4500,4500,0,0.00
195,4,0,2,q_r5_r7 | q_r7_r3 | q_r3_r1,356.7477,0.0229,6000,6000,0,0.00
196,4,1,0,q_r5_r7 | q_r7_r2,31.6742,13.8862,3472500,3472500,0,0.00
197,4,1,1,q_r5_r15 | q_r15_r2,31.6742,17.7875,4447500,4447500,0,0.00
198,4,2,0,q_r5_r13 | q_r13_r3,56.1330,1.3751,345000,345000,0,0.00
199,4,2,1,q_r5_r7 | q_r7_r3,56.1330,10.4527,2614500,2614500,0,0.00
200,4,2,2,q_r5_r1 | q_r1_r3,56.1330,44.3052,11077500,11077500,0,0.00
201,4,3,0,q_r5_r4,285.0627,285.0620,71266500,71266500,0,0.00
202,4,5,0,q_r5_r13 | q_r13_r6,126.8277,102.9700,25743000,25743000,0,0.00
203,4,5,1,q_r5_r7 | q_r7_r6,126.8277,23.8201,5956500,5955000,1500,0.03
204,4,5,3,q_r5_r13 | q_r13_r3 | q_r3_r7 | q_r7_r6,126.8277,0.0376,10500,10500,0,0.00
205,4,6,0,q_r5_r7,134.8894,131.8695,32968500,32968500,0,0.00
206,4,6,3,q_r5_r13 | q_r13_r3 | q_r3_r7,134.8894,3.0124,754500,754500,0,0.00
207,4,7,0,q_r5_r8,127.7594,85.5414,21385500,21385500,0,0.00
208,4,7,1,q_r5_r13 | q_r13_r8,127.7594,42.2157,10554000,10554000,0,0.00
209,4,8,0,q_r5_r1 | q_r1_r20 | q_r20_r9,2.8622,1.7840,447000,447000,0,0.00
210,4,8,1,q_r5_r1 | q_r1_r10 | q_r10_r9,2.8622,0.5793,145500,145500,0,0.00
211,4,8,2,q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,2.8622,0.4240,106500,106500,0,0.00
212,4,8,3,q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,2.8622,0.0749,19500,19500,0,0.00
213,4,9,0,q_r5_r1 | q_r1_r10,62.0028,38.2152,9555000,9555000,0,0.00
214,4,9,1,q_r5_r4 | q_r4_r21 | q_r21_r10,62.0028,23.7770,5944500,5944500,0,0.00
215,4,9,3,q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r10,62.0028,0.0105,3000,3000,0,0.00
216,4,10,0,q_r5_r11,2.3942,2.2610,565500,565500,0,0.00
217,4,10,1,q_r5_r19 | q_r19_r22 | q_r22_r11,2.3942,0.1266,33000,33000,0,0.00
218,4,11,0,q_r5_r13 | q_r13_r12,245.3414,118.7935,29698500,5595000,24103500,81.16
219,4,11,1,q_r5_r15 | q_r15_r12,245.3414,121.6124,30403500,10785000,19618500,64.53
220,4,11,2,q_r5_r8 | q_r8_r13 | q_r13_r12,245.3414,1.7272,432000,60000,372000,86.11
221,4,11,3,q_r5_r19 | q_r19_r22 | q_r22_r15 | q_r15_r12,245.3414,3.2083,802500,232500,570000,71.03
222,4,12,0,q_r5_r13,39.8851,39.8850,9972000,9972000,0,0.00
223,4,13,0,q_r5_r7 | q_r7_r14,0.6319,0.4004,100500,100500,0,0.00
224,4,13,1,q_r5_r15 | q_r15_r2 | q_r2_r14,0.6319,0.1488,37500,37500,0,0.00
225,4,13,2,q_r5_r7 | q_r7_r2 | q_r2_r14,0.6319,0.0825,21000,21000,0,0.00
226,4,14,0,q_r5_r15,244.6860,244.0129,61003500,61003500,0,0.00
227,4,14,1,q_r5_r13 | q_r13_r12 | q_r12_r15,244.6860,0.0213,6000,1500,4500,75.00
228,4,14,3,q_r5_r7 | q_r7_r22 | q_r22_r15,244.6860,0.6518,163500,163500,0,0.00
229,4,15,0,q_r5_r1 | q_r1_r16,54.1424,8.2324,2059500,2059500,0,0.00
230,4,15,1,q_r5_r19 | q_r19_r22 | q_r22_r16,54.1424,35.6725,8919000,8919000,0,0.00
231,4,15,2,q_r5_r7 | q_r7_r22 | q_r22_r16,54.1424,1.8838,471000,471000,0,0.00
232,4,15,3,q_r5_r15 | q_r15_r22 | q_r22_r16,54.1424,8.3538,2089500,2089500,0,0.00
233,4,16,0,q_r5_r19 | q_r19_r17,9.0993,6.2004,1551000,1551000,0,0.00
234,4,16,1,q_r5_r4 | q_r4_r17,9.0993,2.1500,538500,538500,0,0.00
235,4,16,2,q_r5_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,9.0993,0.7426,186000,186000,0,0.00
236,4,17,0,q_r5_r13 | q_r13_r6 | q_r6_r18,2.8941,0.9810,246000,246000,0,0.00
237,4,17,1,q_r5_r19 | q_r19_r22 | q_r22_r18,2.8941,0.0767,19500,19500,0,0.00
238,4,17,2,q_r5_r7 | q_r7_r22 | q_r22_r18,2.8941,1.8274,457500,457500,0,0.00
239,4,18,0,q_r5_r19,711.3158,598.8345,149709000,149709000,0,0.00
240,4,18,1,q_r5_r7 | q_r7_r22 | q_r22_r19,711.3158,21.9043,5476500,5476500,0,0.00
241,4,18,2,q_r5_r15 | q_r15_r22 | q_r22_r19,711.3158,89.9766,22495500,22494000,1500,0.01
