src,dst,demand_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
12,5,8.2567,2064000,2064000,0,0.00
12,6,7.5455,1888500,1888500,0,0.00
12,7,0.8933,223500,223500,0,0.00
12,8,0.3623,91500,91500,0,0.00
12,9,6.9097,1731000,1731000,0,0.00
12,10,1.1200,282000,280500,1500,0.53
12,11,3.9159,979500,228000,751500,76.72
12,13,0.0285,6000,6000,0,0.00
12,14,83.6243,20907000,3250500,17656500,84.45
12,15,5.6750,1422000,1420500,1500,0.11
12,17,15.6101,3906000,3675000,231000,5.91
12,18,133.0237,33258000,33214500,43500,0.13
12,19,1.1297,285000,282000,3000,1.05
12,20,0.8167,205500,202500,3000,1.46
12,21,28.8662,7221000,6597000,624000,8.64
13,0,0.1988,49500,49500,0,0.00
13,1,0.2966,75000,75000,0,0.00
13,2,1.7496,441000,441000,0,0.00
13,4,93.3898,23350500,23349000,1500,0.01
13,5,0.3692,93000,93000,0,0.00
13,6,0.3729,94500,94500,0,0.00
13,7,0.2176,55500,54000,1500,2.70
13,9,0.3985,99000,99000,0,0.00
13,14,0.3242,81000,81000,0,0.00
13,15,0.1228,31500,30000,1500,4.76
13,16,0.5014,127500,123000,4500,3.53
13,18,0.6838,174000,171000,3000,1.72
13,19,0.1761,45000,42000,3000,6.67
13,21,4.0004,1003500,997500,6000,0.60
14,0,4.0127,1003500,1003500,0,0.00
14,1,20.7959,5200500,5200500,0,0.00
14,2,8.9170,2232000,2232000,0,0.00
14,3,11.0547,2764500,2764500,0,0.00
14,4,201.9951,50499000,50499000,0,0.00
14,5,1.8194,457500,457500,0,0.00
14,6,8.4043,2103000,2103000,0,0.00
14,7,5.3600,1341000,1341000,0,0.00
14,8,4.7113,1180500,1180500,0,0.00
14,9,3.4027,852000,852000,0,0.00
14,10,0.2124,55500,54000,1500,2.70
14,11,0.9326,232500,69000,163500,70.32
14,12,1.7818,445500,444000,1500,0.34
14,15,0.3143,81000,76500,4500,5.56
14,16,58.0966,14527500,14523000,4500,0.03
14,17,0.4604,117000,88500,28500,24.36
14,18,68.4727,17121000,17116500,4500,0.03
14,19,4.6723,1171500,1167000,4500,0.38
14,20,0.2404,60000,58500,1500,2.50
14,21,7.0025,1752000,1752000,0,0.00
15,0,795.0036,198753000,198748500,4500,0.00
15,1,36.1018,9028500,9027000,1500,0.02
15,2,831.5706,207895500,207891000,4500,0.00
15,4,360.2173,90057000,90057000,0,0.00
15,5,35.7659,8944500,8943000,1500,0.02
15,6,21.5235,5385000,5385000,0,0.00
15,7,3.2845,825000,825000,0,0.00
15,8,15.9425,3988500,3985500,3000,0.08
15,9,138.2456,34566000,34557000,9000,0.03
15,10,1.2311,310500,304500,6000,1.93
15,11,42.9474,10738500,2496000,8242500,76.76
15,12,0.4996,127500,123000,4500,3.53
15,13,5.8285,1461000,1455000,6000,0.41
15,14,0.1420,36000,33000,3000,8.33
15,16,1.2470,315000,309000,6000,1.90
15,17,14.0812,3523500,3517500,6000,0.17
15,18,150.6289,37660500,37654500,6000,0.02
15,19,21.2303,5311500,5304000,7500,0.14
15,20,22.4311,5610000,5602500,7500,0.13
15,21,1064.8312,266211000,266202000,9000,0.00
16,0,1.5669,394500,394500,0,0.00
16,1,1.2429,313500,310500,3000,0.96
16,2,1.7858,448500,448500,0,0.00
16,4,19.0341,4756500,4756500,0,0.00
16,5,1.4423,363000,363000,0,0.00
16,6,3.3372,837000,835500,1500,0.18
16,7,1.9170,481500,481500,0,0.00
16,8,1.9590,493500,490500,3000,0.61
16,9,49.3499,12339000,12339000,0,0.00
16,11,0.7645,195000,28500,166500,85.38
16,12,1.1055,277500,274500,3000,1.08
16,14,65.3913,16350000,16344000,6000,0.04
16,15,4.3346,1086000,1081500,4500,0.41
16,17,2.2146,556500,550500,6000,1.08
16,18,38.3272,9582000,9580500,1500,0.02
16,19,11.5902,2899500,2895000,4500,0.16
16,21,6.6363,1660500,1659000,1500,0.09
17,0,3.4211,856500,856500,0,0.00
17,2,5.9744,1495500,1495500,0,0.00
17,3,0.0701,16500,16500,0,0.00
17,4,25.2410,6313500,6313500,0,0.00
17,5,4.9819,1246500,1246500,0,0.00
17,6,0.3777,96000,96000,0,0.00
17,7,0.0966,24000,22500,1500,6.25
17,8,2.3146,577500,573000,4500,0.78
17,9,3.5694,894000,894000,0,0.00
17,11,0.0848,22500,6000,16500,73.33
17,12,18.3827,4599000,4597500,1500,0.03
17,14,2.7665,694500,661500,33000,4.75
17,15,2.2785,571500,568500,3000,0.52
17,16,0.5235,133500,126000,7500,5.62
17,18,707.0031,176754000,176743500,10500,0.01
17,19,0.3832,99000,94500,4500,4.55
17,20,0.0866,22500,19500,3000,13.33
17,21,73.8435,18465000,18456000,9000,0.05
18,0,15.9224,3981000,3981000,0,0.00
18,1,11.0533,2767500,2767500,0,0.00
18,2,135.2006,33802500,33802500,0,0.00
18,3,47.9772,11995500,11995500,0,0.00
18,4,394.0088,98502000,98500500,1500,0.00
18,5,34.8350,8712000,8712000,0,0.00
18,6,178.8656,44716500,44715000,1500,0.00
18,7,0.5102,130500,130500,0,0.00
18,8,0.8471,214500,214500,0,0.00
18,9,13.7834,3447000,3442500,4500,0.13
18,10,5.4423,1363500,1360500,3000,0.22
18,11,7.8401,1963500,543000,1420500,72.35
18,12,4.0173,1005000,1003500,1500,0.15
18,13,107.8958,26977500,26971500,6000,0.02
18,14,115.6841,28921500,28918500,3000,0.01
18,15,30.9428,7738500,7732500,6000,0.08
18,16,42.8911,10723500,10723500,0,0.00
18,17,331.1493,82791000,82782000,9000,0.01
18,19,33.4092,8355000,8350500,4500,0.05
18,20,2.8386,712500,708000,4500,0.63
18,21,143.3375,35835000,35833500,1500,0.00
19,0,1553.3985,388351500,388339500,12000,0.00
19,1,1.2568,315000,313500,1500,0.48
19,2,23.5149,5883000,5883000,0,0.00
19,4,262.1255,65535000,65532000,3000,0.00
19,5,0.2566,64500,63000,1500,2.33
19,6,0.2677,69000,66000,3000,4.35
19,7,0.1583,42000,40500,1500,3.57
19,8,1.9783,495000,495000,0,0.00
19,9,197.0535,49266000,49261500,4500,0.01
19,14,4.9116,1228500,1225500,3000,0.24
19,15,1.4597,367500,363000,4500,1.22
19,16,0.0619,15000,12000,3000,20.00
19,17,0.5973,151500,147000,4500,2.97
19,18,43.6891,10923000,10920000,3000,0.03
19,20,0.1968,52500,46500,6000,11.43
19,21,22.0466,5515500,5508000,7500,0.14
20,0,4.8560,1216500,1216500,0,0.00
20,1,0.0954,25500,24000,1500,5.88
20,2,1.6683,420000,420000,0,0.00
20,4,1.8815,472500,472500,0,0.00
20,6,0.0333,7500,7500,0,0.00
20,9,5.0304,1258500,1258500,0,0.00
20,14,0.5796,148500,148500,0,0.00
20,15,0.7950,201000,199500,1500,0.75
20,18,0.3072,79500,76500,3000,3.77
20,19,5.6820,1423500,1420500,3000,0.21
20,21,0.6382,162000,159000,3000,1.85
21,0,3.4488,864000,862500,1500,0.17
21,1,5.4941,1375500,1375500,0,0.00
21,2,44.4337,11107500,11107500,0,0.00
21,3,0.8864,223500,223500,0,0.00
21,4,157.8452,39463500,39463500,0,0.00
21,5,92.9557,23241000,23241000,0,0.00
21,6,62.3804,15595500,15595500,0,0.00
21,7,7.9819,1999500,1999500,0,0.00
21,8,0.7214,181500,180000,1500,0.83
21,9,6.2081,1554000,1552500,1500,0.10
21,10,0.0105,3000,3000,0,0.00
21,11,6.3221,1582500,352500,1230000,77.73
21,12,1.2747,318000,318000,0,0.00
21,13,88.8816,22222500,22222500,0,0.00
21,14,375.1958,93799500,93799500,0,0.00
21,15,47.4897,11874000,11874000,0,0.00
21,16,3.0428,762000,762000,0,0.00
21,17,188.3143,47080500,47077500,3000,0.01
21,18,694.2434,173559000,173559000,0,0.00
21,19,2.0555,514500,513000,1500,0.29
21,20,0.5822,147000,147000,0,0.00
