src,dst,demand_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
7,4,3487.2538,871816500,815280000,56536500,6.48
7,5,3.2702,820500,820500,0,0.00
7,6,2.5676,645000,643500,1500,0.23
7,8,2.1853,549000,543000,6000,1.09
7,9,51.8326,12961500,12957000,4500,0.03
7,10,0.0870,21000,18000,3000,14.29
7,11,0.6767,172500,31500,141000,81.74
7,12,4.6082,1152000,1149000,3000,0.26
7,13,1.0639,268500,262500,6000,2.23
7,14,10.7312,2685000,1294500,1390500,51.79
7,15,7.3907,1851000,1845000,6000,0.32
7,16,0.3169,81000,75000,6000,7.41
7,17,1.3857,349500,343500,6000,1.72
7,18,94.2789,23572500,23566500,6000,0.03
7,19,5.4790,1374000,1366500,7500,0.55
7,20,0.7436,190500,184500,6000,3.15
7,21,360.5952,90151500,90144000,7500,0.01
8,0,1214.6455,303664500,303654000,10500,0.00
8,1,0.0929,27000,25500,1500,5.56
8,2,5.8950,1476000,1476000,0,0.00
8,4,112.3315,28086000,28086000,0,0.00
8,5,0.0911,24000,24000,0,0.00
8,6,0.2102,57000,55500,1500,2.63
8,9,362.2589,90568500,90564000,4500,0.00
8,14,1.6642,417000,415500,1500,0.36
8,15,0.4989,127500,124500,3000,2.35
8,17,0.0644,16500,13500,3000,18.18
8,18,23.3389,5836500,5830500,6000,0.10
8,19,26.1184,6531000,6526500,4500,0.07
8,21,0.1194,31500,28500,3000,9.52
9,0,3215.5144,803881500,803874000,7500,0.00
9,1,2.0817,523500,522000,1500,0.29
9,2,37.9037,9478500,9478500,0,0.00
9,4,415.8949,103974000,103972500,1500,0.00
9,5,1.0621,270000,270000,0,0.00
9,6,2.0658,519000,516000,3000,0.58
9,7,0.3396,87000,84000,3000,3.45
9,8,400.0765,100021500,100020000,1500,0.00
9,10,0.0328,7500,6000,1500,20.00
9,11,0.1775,43500,7500,36000,82.76
9,13,0.5755,145500,141000,4500,3.09
9,14,24.5621,6142500,6138000,4500,0.07
9,15,8.1679,2043000,2040000,3000,0.15
9,16,0.0697,18000,15000,3000,16.67
9,17,0.5887,150000,144000,6000,4.00
9,18,62.0553,15516000,15513000,3000,0.02
9,19,11.6011,2902500,2898000,4500,0.16
9,20,6.2047,1552500,1549500,3000,0.19
9,21,0.8016,201000,198000,3000,1.49
10,0,0.9998,250500,250500,0,0.00
10,1,3.4171,856500,856500,0,0.00
10,2,0.7672,192000,190500,1500,0.78
10,3,3.4566,867000,867000,0,0.00
10,4,24.9854,6250500,6250500,0,0.00
10,5,3.8083,954000,954000,0,0.00
10,6,3.3100,826500,826500,0,0.00
10,7,0.0850,21000,21000,0,0.00
10,9,0.2245,58500,55500,3000,5.13
10,11,0.1418,34500,9000,25500,73.91
10,12,0.7265,183000,181500,1500,0.82
10,14,2.5485,637500,636000,1500,0.24
10,15,1.6396,406500,405000,1500,0.37
10,16,1.8861,474000,471000,3000,0.63
10,18,14.8265,3709500,3703500,6000,0.16
10,19,0.2530,61500,58500,3000,4.88
10,20,0.0319,9000,6000,3000,33.33
10,21,0.2676,67500,66000,1500,2.22
11,0,9.9441,2487000,2331000,156000,6.27
11,1,0.1929,49500,31500,18000,36.36
11,2,3.0562,766500,585000,181500,23.68
11,3,0.0843,21000,16500,4500,21.43
11,4,262.0305,65511000,52384500,13126500,20.04
11,5,0.7666,195000,111000,84000,43.08
11,6,0.5436,136500,88500,48000,35.16
11,7,0.2481,66000,52500,13500,20.45
11,9,2.2573,567000,526500,40500,7.14
11,12,6.1293,1531500,1107000,424500,27.72
11,14,4.7450,1186500,849000,337500,28.45
11,15,2.0693,522000,384000,138000,26.44
11,18,2.9667,742500,546000,196500,26.46
11,19,0.0236,6000,3000,3000,50.00
11,21,9.1673,2296500,1929000,367500,16.00
12,0,77.1184,19281000,19281000,0,0.00
12,1,12.2483,3064500,3052500,12000,0.39
12,2,46.7361,11685000,11685000,0,0.00
12,3,1.0784,270000,270000,0,0.00
12,4,199.0253,49759500,49750500,9000,0.02
12,5,9.3389,2335500,2335500,0,0.00
12,6,13.4223,3358500,3358500,0,0.00
12,7,2.9124,729000,729000,0,0.00
12,8,3.3315,837000,837000,0,0.00
12,9,7.9251,1984500,1983000,1500,0.08
12,10,0.2402,61500,61500,0,0.00
12,11,1.1138,277500,51000,226500,81.62
12,13,0.3388,88500,87000,1500,1.69
12,14,151.6552,37915500,5049000,32866500,86.68
12,15,3.3882,850500,849000,1500,0.18
12,16,0.0616,16500,13500,3000,18.18
12,17,3.4457,865500,813000,52500,6.07
12,18,16.4554,4116000,4107000,9000,0.22
12,19,1.6063,405000,402000,3000,0.74
12,20,0.3811,96000,93000,3000,3.12
12,21,19.0042,4755000,4341000,414000,8.71
13,0,0.6488,162000,162000,0,0.00
13,1,0.0826,22500,22500,0,0.00
13,2,1.8839,474000,472500,1500,0.32
13,3,0.0945,25500,25500,0,0.00
13,4,119.6538,29916000,29914500,1500,0.01
13,5,0.4779,123000,123000,0,0.00
13,6,0.7908,201000,201000,0,0.00
13,9,0.3694,91500,91500,0,0.00
13,11,0.1948,46500,1500,45000,96.77
13,12,0.0164,4500,4500,0,0.00
13,14,0.1318,33000,31500,1500,4.55
13,15,0.2943,76500,75000,1500,1.96
13,16,0.0894,22500,19500,3000,13.33
13,18,1.2682,321000,315000,6000,1.87
13,19,0.0758,19500,16500,3000,15.38
13,21,5.8219,1458000,1452000,6000,0.41
14,0,4.5558,1140000,1140000,0,0.00
14,1,25.0557,6265500,6265500,0,0.00
14,2,8.9808,2247000,2247000,0,0.00
14,3,14.7635,3691500,3691500,0,0.00
14,4,278.6730,69669000,69667500,1500,0.00
14,5,3.4628,868500,868500,0,0.00
14,6,3.8364,961500,961500,0,0.00
14,7,0.6405,160500,160500,0,0.00
14,8,8.4441,2112000,2112000,0,0.00
14,9,10.7231,2682000,2682000,0,0.00
14,10,0.3121,81000,79500,1500,1.85
14,11,1.4444,361500,63000,298500,82.57
14,12,0.4697,118500,117000,1500,1.27
14,13,0.6529,166500,165000,1500,0.90
14,16,27.9977,7002000,6999000,3000,0.04
14,17,2.8432,711000,501000,210000,29.54
14,18,112.5888,28149000,28146000,3000,0.01
14,19,4.0891,1024500,1020000,4500,0.44
14,20,0.7031,177000,174000,3000,1.69
14,21,14.1544,3540000,3540000,0,0.00
15,0,834.2394,208564500,208557000,7500,0.00
15,1,53.9130,13480500,13476000,4500,0.03
15,2,919.4110,229855500,229851000,4500,0.00
15,4,430.4915,107626500,107623500,3000,0.00
15,5,70.9454,17740500,17739000,1500,0.01
15,6,23.2608,5818500,5817000,1500,0.03
15,7,2.4889,624000,624000,0,0.00
15,8,7.3827,1849500,1846500,3000,0.16
15,9,133.3008,33327000,33321000,6000,0.02
15,10,3.2049,802500,796500,6000,0.75
15,11,62.2561,15568500,2838000,12730500,81.77
15,12,0.7095,180000,175500,4500,2.50
15,13,0.5807,150000,144000,6000,4.00
15,14,0.2859,72000,69000,3000,4.17
15,16,2.4854,624000,618000,6000,0.96
15,17,10.1988,2553000,2547000,6000,0.24
15,18,191.3679,47845500,47839500,6000,0.01
15,19,18.4972,4626000,4620000,6000,0.13
15,20,27.6894,6925500,6919500,6000,0.09
15,21,1002.0055,250506000,250497000,9000,0.00
16,0,26.5137,6630000,6630000,0,0.00
16,1,3.1708,795000,790500,4500,0.57
16,2,1.7159,432000,432000,0,0.00
16,4,31.4432,7861500,7861500,0,0.00
16,5,1.9346,486000,486000,0,0.00
16,6,3.4335,861000,861000,0,0.00
16,7,3.6691,919500,919500,0,0.00
16,8,4.9669,1245000,1242000,3000,0.24
16,9,16.8097,4204500,4203000,1500,0.04
16,10,0.0866,22500,18000,4500,20.00
16,11,2.0028,504000,64500,439500,87.20
16,12,0.8126,205500,202500,3000,1.46
16,14,170.5903,42651000,42645000,6000,0.01
16,15,5.8743,1470000,1465500,4500,0.31
16,17,2.9760,747000,741000,6000,0.80
16,18,35.6957,8925000,8923500,1500,0.02
16,19,11.4108,2853000,2848500,4500,0.16
16,21,6.1190,1530000,1528500,1500,0.10
17,0,3.1365,787500,786000,1500,0.19
17,1,0.3474,90000,87000,3000,3.33
17,2,7.2572,1816500,1816500,0,0.00
17,3,21.8795,5472000,5472000,0,0.00
17,4,27.9123,6979500,6979500,0,0.00
17,5,3.7106,930000,930000,0,0.00
17,6,0.9285,234000,234000,0,0.00
17,8,0.7992,199500,198000,1500,0.75
17,9,4.0803,1020000,1018500,1500,0.15
17,12,19.2593,4818000,4818000,0,0.00
17,14,0.8597,217500,204000,13500,6.21
17,15,1.0859,273000,270000,3000,1.10
17,16,0.2119,55500,49500,6000,10.81
17,18,715.5676,178896000,178885500,10500,0.01
17,19,0.4629,115500,111000,4500,3.90
17,20,0.0536,13500,10500,3000,22.22
17,21,62.4154,15604500,15600000,4500,0.03
18,0,27.2514,6811500,6811500,0,0.00
18,1,6.1828,1549500,1549500,0,0.00
18,2,204.2721,51072000,51069000,3000,0.01
18,3,82.3207,20581500,20581500,0,0.00
18,4,364.5108,91128000,91125000,3000,0.00
18,5,81.2571,20317500,20316000,1500,0.01
18,6,125.2735,31320000,31318500,1500,0.00
18,7,0.5313,136500,136500,0,0.00
18,8,3.3092,829500,829500,0,0.00
18,9,28.8023,7203000,7200000,3000,0.04
18,10,16.1588,4042500,4039500,3000,0.07
18,11,61.5053,15379500,3306000,12073500,78.50
18,12,3.5976,900000,898500,1500,0.17
18,13,129.6510,32415000,32409000,6000,0.02
18,14,162.1679,40543500,40539000,4500,0.01
18,15,47.2613,11818500,11812500,6000,0.05
18,16,12.7228,3181500,3181500,0,0.00
18,17,368.0222,92007000,92001000,6000,0.01
18,19,66.1724,16545000,16540500,4500,0.03
18,20,23.0412,5763000,5757000,6000,0.10
18,21,127.6754,31918500,31917000,1500,0.00
19,0,1692.5219,423133500,423114000,19500,0.00
19,2,20.6540,5166000,5166000,0,0.00
19,4,209.3042,52330500,52327500,3000,0.01
19,5,0.2351,58500,58500,0,0.00
19,6,0.2024,54000,51000,3000,5.56
19,7,0.1269,34500,33000,1500,4.35
19,8,2.4955,624000,624000,0,0.00
19,9,218.2437,54564000,54559500,4500,0.01
19,14,4.4483,1111500,1110000,1500,0.13
19,15,2.8344,711000,706500,4500,0.63
19,16,1.0173,256500,252000,4500,1.75
19,17,0.6320,159000,154500,4500,2.83
19,18,28.6258,7158000,7155000,3000,0.04
19,20,0.0827,22500,19500,3000,13.33
19,21,21.6598,5418000,5410500,7500,0.14
20,0,11.4328,2860500,2860500,0,0.00
20,1,2.2304,556500,555000,1500,0.27
20,2,1.8192,457500,456000,1500,0.33
20,4,1.8707,469500,469500,0,0.00
20,6,0.0728,13500,13500,0,0.00
20,8,0.0873,21000,19500,1500,7.14
20,9,30.9688,7744500,7744500,0,0.00
20,10,0.0870,22500,22500,0,0.00
20,12,0.6826,172500,171000,1500,0.87
20,14,2.2376,561000,556500,4500,0.80
20,15,0.4447,111000,109500,1500,1.35
20,17,0.1041,27000,25500,1500,5.56
20,18,17.5153,4381500,4377000,4500,0.10
20,19,0.2173,55500,52500,3000,5.41
20,21,3.5785,897000,894000,3000,0.33
21,0,49.6823,12421500,12418500,3000,0.02
21,1,3.4593,865500,865500,0,0.00
21,2,69.7101,17427000,17427000,0,0.00
21,3,6.3217,1582500,1582500,0,0.00
21,4,164.5735,41146500,41146500,0,0.00
21,5,152.4386,38110500,38107500,3000,0.01
21,6,25.2190,6306000,6306000,0,0.00
21,7,9.6062,2404500,2404500,0,0.00
21,8,0.0413,10500,10500,0,0.00
21,9,2.0676,519000,517500,1500,0.29
21,10,0.1352,34500,34500,0,0.00
21,11,3.8539,966000,166500,799500,82.76
21,12,3.0890,769500,769500,0,0.00
21,13,92.3567,23094000,23089500,4500,0.02
21,14,133.7551,33439500,33439500,0,0.00
21,15,28.8949,7225500,7225500,0,0.00
21,16,18.5964,4650000,4650000,0,0.00
21,17,205.9221,51483000,51481500,1500,0.00
21,18,592.7941,148197000,148197000,0,0.00
21,19,3.3844,846000,844500,1500,0.18
21,20,1.2681,318000,318000,0,0.00
