src,dst,demand_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
2,14,140.7976,35202000,29553000,5649000,16.05
2,15,32.6024,8152500,8151000,1500,0.02
2,17,82.2468,20565000,20559000,6000,0.03
2,18,2139.8993,534978000,534964500,13500,0.00
2,19,1.2611,318000,315000,3000,0.94
2,20,7.8502,1965000,1959000,6000,0.31
2,21,33.4695,8368500,8209500,159000,1.90
3,0,35.5262,8883000,8880000,3000,0.03
3,1,0.0866,24000,24000,0,0.00
3,2,0.5971,151500,151500,0,0.00
3,4,26.3743,6594000,6594000,0,0.00
3,5,0.3290,84000,84000,0,0.00
3,6,253.0499,63265500,63265500,0,0.00
3,7,0.0878,24000,24000,0,0.00
3,8,0.2196,57000,55500,1500,2.63
3,9,8.9933,2250000,2248500,1500,0.07
3,10,0.0153,4500,3000,1500,33.33
3,14,41.6841,10425000,10417500,7500,0.07
3,15,0.7408,187500,184500,3000,1.60
3,18,8.8214,2206500,2203500,3000,0.14
3,19,0.8512,216000,213000,3000,1.39
3,21,0.2587,66000,63000,3000,4.55
4,0,366.1302,91533000,91533000,0,0.00
4,1,34.1033,8526000,8526000,0,0.00
4,2,41.9188,10482000,10482000,0,0.00
4,3,352.1944,88048500,88048500,0,0.00
4,5,167.2231,41808000,41808000,0,0.00
4,6,97.9471,24487500,24486000,1500,0.01
4,7,115.7648,28942500,28942500,0,0.00
4,8,2.2702,570000,570000,0,0.00
4,9,50.8991,12724500,12724500,0,0.00
4,10,5.3950,1351500,1351500,0,0.00
4,11,261.4669,65368500,17289000,48079500,73.55
4,12,40.6774,10170000,10170000,0,0.00
4,13,0.8420,213000,213000,0,0.00
4,14,406.2617,101568000,101560500,7500,0.01
4,15,52.8961,13227000,13227000,0,0.00
4,16,2.1308,532500,532500,0,0.00
4,17,2.5571,640500,640500,0,0.00
4,18,637.3205,159333000,159330000,3000,0.00
4,19,686.0450,171514500,171511500,3000,0.00
4,20,8.5463,2136000,2136000,0,0.00
4,21,157.8153,39457500,39456000,1500,0.00
5,0,45.5923,11401500,11400000,1500,0.01
5,1,0.9041,228000,228000,0,0.00
5,2,75.1098,18778500,18778500,0,0.00
5,3,0.9004,225000,225000,0,0.00
5,4,152.6402,38163000,38160000,3000,0.01
5,6,14.0892,3523500,3523500,0,0.00
5,7,11.1259,2782500,2782500,0,0.00
5,8,0.1892,48000,46500,1500,3.12
5,9,8.7555,2191500,2188500,3000,0.14
5,10,0.0453,9000,9000,0,0.00
5,11,3.1657,793500,202500,591000,74.48
5,12,12.6273,3157500,3156000,1500,0.05
5,13,0.5653,139500,138000,1500,1.08
5,14,16.1314,4036500,3474000,562500,13.94
5,15,11.3399,2835000,2832000,3000,0.11
5,16,0.3922,96000,94500,1500,1.56
5,17,2.9217,732000,730500,1500,0.20
5,18,8.4029,2103000,2100000,3000,0.14
5,19,1.3231,333000,327000,6000,1.80
5,20,0.0376,7500,6000,1500,20.00
5,21,32.4389,8107500,8107500,0,0.00
6,0,10.0079,2500500,2500500,0,0.00
6,1,1.9895,499500,499500,0,0.00
6,2,40.9808,10248000,10246500,1500,0.01
6,3,18.6885,4674000,4674000,0,0.00
6,4,42.0494,10515000,10515000,0,0.00
6,5,23.3182,5830500,5830500,0,0.00
6,7,8.6788,2173500,2173500,0,0.00
6,8,0.2895,72000,72000,0,0.00
6,9,1.1545,291000,291000,0,0.00
6,10,0.1912,49500,49500,0,0.00
6,11,1.9903,499500,69000,430500,86.19
6,12,1.3526,340500,340500,0,0.00
6,13,0.1650,42000,42000,0,0.00
6,14,435.4279,108859500,108855000,4500,0.00
6,15,12.6990,3175500,3174000,1500,0.05
6,16,4.6051,1152000,1149000,3000,0.26
6,17,1.1670,291000,291000,0,0.00
6,18,53.0394,13263000,13261500,1500,0.01
6,19,3.9111,981000,979500,1500,0.15
6,20,2.1153,529500,526500,3000,0.57
6,21,14.0582,3516000,3514500,1500,0.04
7,0,66.8808,16723500,16722000,1500,0.01
7,1,0.1948,52500,42000,10500,20.00
7,2,19.2080,4804500,4804500,0,0.00
7,3,1.8088,456000,448500,7500,1.64
7,4,3240.2348,810063000,760533000,49530000,6.11
7,5,3.5775,895500,895500,0,0.00
7,6,3.4751,870000,870000,0,0.00
7,8,1.5756,396000,390000,6000,1.52
7,9,39.4201,9858000,9852000,6000,0.06
7,10,0.1164,28500,24000,4500,15.79
7,11,0.6286,159000,28500,130500,82.08
7,12,6.3186,1579500,1576500,3000,0.19
7,13,0.9294,235500,229500,6000,2.55
7,14,12.8675,3217500,1534500,1683000,52.31
7,15,10.0124,2505000,2499000,6000,0.24
7,16,0.5132,132000,126000,6000,4.55
7,17,2.8184,708000,702000,6000,0.85
7,18,96.9851,24249000,24243000,6000,0.02
7,19,6.3900,1599000,1593000,6000,0.38
7,20,1.6818,424500,418500,6000,1.41
7,21,344.0055,86005500,85996500,9000,0.01
8,0,1204.5275,301134000,301122000,12000,0.00
8,1,0.2583,67500,67500,0,0.00
8,2,9.0663,2271000,2269500,1500,0.07
8,4,120.0200,30009000,30007500,1500,0.00
8,6,0.2704,72000,70500,1500,2.08
8,9,302.6993,75679500,75676500,3000,0.00
8,14,2.5739,646500,645000,1500,0.23
8,15,0.2151,52500,51000,1500,2.86
8,17,0.3028,75000,73500,1500,2.00
8,18,27.1101,6778500,6774000,4500,0.07
8,19,5.8806,1471500,1468500,3000,0.20
8,21,0.1535,39000,36000,3000,7.69
9,0,3035.2658,758820000,758814000,6000,0.00
9,1,1.6465,415500,412500,3000,0.72
9,2,20.7660,5194500,5194500,0,0.00
9,4,385.7302,96433500,96430500,3000,0.00
9,5,0.4868,124500,124500,0,0.00
9,6,1.9826,498000,498000,0,0.00
9,7,0.1190,31500,27000,4500,14.29
9,8,343.2905,85824000,85822500,1500,0.00
9,10,0.6257,157500,154500,3000,1.90
9,11,4.9927,1252500,274500,978000,78.08
9,13,0.6555,166500,160500,6000,3.60
9,14,18.4183,4603500,4602000,1500,0.03
9,15,16.3047,4078500,4075500,3000,0.07
9,17,0.7919,201000,196500,4500,2.24
9,18,69.4185,17358000,17355000,3000,0.02
9,19,42.6123,10656000,10651500,4500,0.04
9,20,22.3423,5587500,5583000,4500,0.08
9,21,1.0854,271500,268500,3000,1.10
10,0,0.0980,25500,25500,0,0.00
10,1,0.1687,45000,45000,0,0.00
10,2,1.1033,279000,277500,1500,0.54
10,3,0.2602,63000,63000,0,0.00
10,4,9.4759,2371500,2371500,0,0.00
10,5,1.5240,384000,384000,0,0.00
10,6,6.2111,1555500,1555500,0,0.00
10,7,0.1671,43500,43500,0,0.00
10,9,1.5366,385500,384000,1500,0.39
10,11,0.1781,48000,7500,40500,84.38
10,12,0.0843,22500,21000,1500,6.67
10,14,24.0122,6006000,5992500,13500,0.22
10,15,0.5182,129000,126000,3000,2.33
10,16,5.8277,1459500,1453500,6000,0.41
10,18,46.6054,11653500,11647500,6000,0.05
10,21,0.0155,4500,3000,1500,33.33
11,0,22.2219,5557500,4644000,913500,16.44
11,1,0.6779,172500,111000,61500,35.65
11,2,3.3091,829500,537000,292500,35.26
11,3,0.1687,45000,28500,16500,36.67
11,4,257.6266,64410000,46200000,18210000,28.27
11,5,1.1811,298500,162000,136500,45.73
11,6,1.4074,352500,213000,139500,39.57
11,9,4.0062,1003500,793500,210000,20.93
11,12,10.8065,2698500,1683000,1015500,37.63
11,14,4.0845,1021500,598500,423000,41.41
11,15,6.2518,1566000,964500,601500,38.41
11,18,5.4166,1354500,832500,522000,38.54
11,21,8.2278,2061000,1486500,574500,27.87
12,0,58.6373,14661000,14661000,0,0.00
12,1,7.2162,1807500,1800000,7500,0.41
12,2,32.0000,8001000,8001000,0,0.00
12,3,0.7480,189000,187500,1500,0.79
12,4,219.2811,54822000,54811500,10500,0.02
12,5,6.1769,1545000,1545000,0,0.00
12,6,4.9371,1236000,1236000,0,0.00
12,7,1.2292,307500,307500,0,0.00
12,8,0.0493,12000,12000,0,0.00
12,9,6.5877,1650000,1650000,0,0.00
12,10,0.2834,73500,73500,0,0.00
12,11,1.4516,361500,78000,283500,78.42
12,14,204.6719,51169500,7987500,43182000,84.39
12,15,10.1229,2533500,2533500,0,0.00
12,16,0.0976,27000,24000,3000,11.11
12,17,35.9929,9003000,8484000,519000,5.76
12,18,41.6653,10419000,10405500,13500,0.13
12,19,3.3463,838500,835500,3000,0.36
12,20,0.3739,94500,91500,3000,3.17
12,21,16.7530,4191000,3832500,358500,8.55
13,0,0.5369,133500,133500,0,0.00
13,1,0.0843,22500,22500,0,0.00
13,2,1.5761,396000,396000,0,0.00
13,4,88.2267,22059000,22059000,0,0.00
13,5,0.1075,27000,27000,0,0.00
13,6,0.0295,4500,4500,0,0.00
13,7,0.3627,93000,93000,0,0.00
13,8,0.0182,3000,3000,0,0.00
13,9,0.7067,175500,174000,1500,0.85
13,11,0.0725,18000,3000,15000,83.33
13,12,0.4735,117000,114000,3000,2.56
13,14,0.3766,93000,90000,3000,3.23
13,15,0.3228,82500,79500,3000,3.64
13,16,0.4348,111000,106500,4500,4.05
13,18,0.5319,136500,133500,3000,2.20
13,19,0.7279,184500,181500,3000,1.63
13,21,4.3450,1089000,1084500,4500,0.41
14,0,2.0202,505500,505500,0,0.00
14,1,16.1273,4033500,4033500,0,0.00
14,2,7.3511,1840500,1840500,0,0.00
14,3,4.1214,1030500,1030500,0,0.00
14,4,136.9707,34243500,34243500,0,0.00
14,5,2.0626,517500,517500,0,0.00
14,6,48.2519,12066000,12066000,0,0.00
14,7,3.5247,883500,883500,0,0.00
14,8,0.0534,12000,12000,0,0.00
14,9,4.9363,1236000,1234500,1500,0.12
14,10,0.1942,48000,48000,0,0.00
14,11,1.7070,424500,91500,333000,78.45
14,12,0.2378,60000,60000,0,0.00
14,13,4.1267,1035000,1033500,1500,0.14
14,16,26.6700,6669000,6666000,3000,0.04
14,17,0.1332,34500,27000,7500,21.74
14,18,67.8469,16965000,16962000,3000,0.02
14,19,1.9056,480000,475500,4500,0.94
14,20,0.0846,21000,19500,1500,7.14
14,21,7.1491,1788000,1788000,0,0.00
15,0,779.3312,194836500,194833500,3000,0.00
15,1,41.5442,10389000,10384500,4500,0.04
15,2,1027.4343,256861500,256855500,6000,0.00
15,4,406.7705,101697000,101695500,1500,0.00
15,5,41.0718,10270500,10270500,0,0.00
15,6,21.1313,5286000,5286000,0,0.00
15,7,1.6814,424500,423000,1500,0.35
15,8,3.6838,925500,924000,1500,0.16
15,9,119.6000,29904000,29896500,7500,0.03
15,10,44.4184,11109000,11101500,7500,0.07
15,11,50.9497,12741000,2881500,9859500,77.38
15,12,0.1290,36000,31500,4500,12.50
15,13,0.5321,136500,130500,6000,4.40
15,16,0.6175,156000,150000,6000,3.85
15,17,15.1776,3796500,3790500,6000,0.16
15,18,177.0899,44275500,44268000,7500,0.02
15,19,23.3528,5841000,5835000,6000,0.10
15,20,19.5663,4894500,4887000,7500,0.15
15,21,817.1761,204297000,204288000,9000,0.00
16,0,5.9849,1497000,1497000,0,0.00
16,1,0.6699,171000,166500,4500,2.63
16,2,1.6713,421500,421500,0,0.00
16,4,19.6338,4906500,4906500,0,0.00
16,5,1.1233,283500,283500,0,0.00
16,6,1.7762,445500,445500,0,0.00
16,7,3.0757,771000,771000,0,0.00
16,8,1.9121,480000,477000,3000,0.62
16,9,14.8069,3705000,3703500,1500,0.04
16,10,0.0365,4500,3000,1500,33.33
16,11,0.4642,118500,13500,105000,88.61
16,12,2.1251,534000,531000,3000,0.56
16,13,0.0774,21000,16500,4500,21.43
16,14,48.1937,12051000,12046500,4500,0.04
16,15,6.4279,1609500,1605000,4500,0.28
16,17,2.2466,564000,558000,6000,1.06
16,18,39.0265,9757500,9756000,1500,0.02
16,19,14.8434,3712500,3708000,4500,0.12
16,21,8.5081,2127000,2125500,1500,0.07
17,0,3.9375,987000,987000,0,0.00
17,1,1.9373,486000,484500,1500,0.31
17,2,6.4315,1609500,1609500,0,0.00
17,3,0.0729,18000,18000,0,0.00
17,4,30.7412,7689000,7689000,0,0.00
17,5,4.2054,1053000,1053000,0,0.00
17,6,3.9892,997500,997500,0,0.00
17,7,0.0932,22500,22500,0,0.00
17,8,1.5752,393000,390000,3000,0.76
17,9,3.4690,868500,868500,0,0.00
17,10,0.0142,4500,4500,0,0.00
17,12,15.6636,3919500,3918000,1500,0.04
17,14,2.4887,624000,589500,34500,5.53
17,15,2.1066,528000,525000,3000,0.57
17,16,1.0272,258000,252000,6000,2.33
17,18,727.9056,181980000,181971000,9000,0.00
17,19,0.4305,109500,105000,4500,4.11
17,21,85.9808,21499500,21490500,9000,0.04
18,0,19.2838,4821000,4821000,0,0.00
18,1,9.3838,2347500,2347500,0,0.00
18,2,199.3452,49839000,49839000,0,0.00
18,3,49.3249,12333000,12333000,0,0.00
18,4,537.3946,134349000,134346000,3000,0.00
18,5,46.3545,11592000,11590500,1500,0.01
18,6,194.2451,48562500,48561000,1500,0.00
18,7,0.1294,33000,31500,1500,4.55
18,8,0.3540,91500,91500,0,0.00
18,9,19.9157,4980000,4978500,1500,0.03
18,10,5.9311,1486500,1483500,3000,0.20
18,11,8.7111,2181000,606000,1575000,72.21
18,12,2.1732,544500,543000,1500,0.28
18,13,127.8481,31965000,31960500,4500,0.01
18,14,109.5489,27388500,27384000,4500,0.02
18,15,44.1960,11050500,11044500,6000,0.05
18,16,23.9245,5982000,5982000,0,0.00
18,17,356.7439,89190000,89181000,9000,0.01
18,19,47.9717,11995500,11989500,6000,0.05
18,20,1.9990,502500,496500,6000,1.19
18,21,134.0383,33510000,33508500,1500,0.00
19,0,1531.7458,382938000,382929000,9000,0.00
19,1,0.1361,37500,36000,1500,4.00
19,2,17.2619,4318500,4318500,0,0.00
19,4,248.2443,62065500,62062500,3000,0.00
19,5,0.6057,154500,154500,0,0.00
19,6,0.5375,136500,135000,1500,1.10
19,8,1.7332,433500,433500,0,0.00
19,9,190.3094,47581500,47575500,6000,0.01
19,13,0.0441,12000,9000,3000,25.00
19,14,4.1167,1029000,1027500,1500,0.15
19,15,1.9437,487500,483000,4500,0.92
19,16,0.3135,81000,75000,6000,7.41
19,17,0.9999,250500,246000,4500,1.80
19,18,73.4371,18361500,18355500,6000,0.03
19,20,0.3377,88500,85500,3000,3.39
19,21,20.8100,5205000,5199000,6000,0.12
20,0,5.5211,1381500,1381500,0,0.00
20,1,0.6981,175500,175500,0,0.00
20,2,2.3696,595500,595500,0,0.00
20,4,2.7631,693000,693000,0,0.00
20,6,0.1535,42000,42000,0,0.00
20,8,0.0536,15000,15000,0,0.00
20,9,4.4402,1111500,1111500,0,0.00
20,11,0.0886,22500,9000,13500,60.00
20,14,0.5999,153000,150000,3000,1.96
20,15,0.7078,178500,175500,3000,1.68
20,18,20.0340,5011500,5007000,4500,0.09
20,19,7.5869,1899000,1894500,4500,0.24
20,21,0.5160,130500,127500,3000,2.30
21,0,2.0553,516000,516000,0,0.00
21,1,10.2634,2566500,2566500,0,0.00
21,2,41.6907,10422000,10422000,0,0.00
21,3,1.3607,342000,342000,0,0.00
21,4,81.8673,20469000,20467500,1500,0.01
21,5,14.5597,3639000,3639000,0,0.00
21,6,28.2293,7057500,7057500,0,0.00
21,7,8.6964,2178000,2178000,0,0.00
21,8,0.5834,144000,142500,1500,1.04
21,9,21.5499,5389500,5388000,1500,0.03
21,11,3.7867,949500,208500,741000,78.04
21,12,29.8812,7474500,7473000,1500,0.02
21,13,91.0684,22771500,22767000,4500,0.02
21,14,345.5958,86400000,86398500,1500,0.00
21,15,29.4424,7362000,7362000,0,0.00
21,16,5.1952,1299000,1299000,0,0.00
21,17,192.8372,48210000,48210000,0,0.00
21,18,657.0665,164265000,164265000,0,0.00
21,19,2.7897,697500,694500,3000,0.43
21,20,1.5083,378000,376500,1500,0.40
