flow_id,src,dst,path_idx,path_hops,demand_mbps,rate_mbps,sent_bytes,delivered_bytes,loss_bytes,loss_pct
39,0,19,1,q_r1_r10 | q_r10_r9 | q_r9_r20,1383.6580,215.6902,53923500,53922000,1500,0.00
40,0,19,2,q_r1_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9 | q_r9_r20,1383.6580,219.3628,54841500,54837000,4500,0.01
41,0,19,3,q_r1_r3 | q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9 | q_r9_r20,1383.6580,55.4050,13852500,13851000,1500,0.01
42,0,21,1,q_r1_r5 | q_r5_r19 | q_r19_r22,1.4882,0.4387,111000,109500,1500,1.35
43,0,21,2,q_r1_r3 | q_r3_r7 | q_r7_r22,1.4882,1.0459,262500,261000,1500,0.57
44,1,0,1,q_r2_r7 | q_r7_r3 | q_r3_r1,1.4289,1.0095,253500,253500,0,0.00
45,1,0,2,q_r2_r7 | q_r7_r5 | q_r5_r1,1.4289,0.4185,105000,105000,0,0.00
46,1,2,0,q_r2_r7 | q_r7_r3,1.4389,1.4093,352500,352500,0,0.00
47,1,2,3,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r3,1.4389,0.0267,7500,7500,0,0.00
48,1,3,1,q_r2_r7 | q_r7_r5 | q_r5_r4,0.0120,0.0117,3000,3000,0,0.00
49,1,4,0,q_r2_r15 | q_r15_r5,13.8513,0.4687,118500,118500,0,0.00
50,1,4,1,q_r2_r7 | q_r7_r5,13.8513,13.3826,3346500,3346500,0,0.00
51,1,5,0,q_r2_r7 | q_r7_r6,0.4175,0.2198,55500,55500,0,0.00
52,1,5,3,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r6,0.4175,0.1977,49500,49500,0,0.00
53,1,6,0,q_r2_r7,17.2462,16.0398,4011000,4011000,0,0.00
54,1,6,2,q_r2_r15 | q_r15_r5 | q_r5_r7,17.2462,1.1265,282000,282000,0,0.00
55,1,6,3,q_r2_r15 | q_r15_r22 | q_r22_r7,17.2462,0.0799,21000,21000,0,0.00
56,1,7,1,q_r2_r7 | q_r7_r5 | q_r5_r8,0.1165,0.0937,24000,24000,0,0.00
57,1,7,3,q_r2_r15 | q_r15_r5 | q_r5_r13 | q_r13_r8,0.1165,0.0146,4500,4500,0,0.00
58,1,9,0,q_r2_r15 | q_r15_r5 | q_r5_r1 | q_r1_r10,54.7948,0.0331,9000,7500,1500,16.67
59,1,9,1,q_r2_r7 | q_r7_r3 | q_r3_r1 | q_r1_r10,54.7948,37.7869,9447000,9447000,0,0.00
60,1,9,2,q_r2_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,54.7948,16.9747,4245000,4245000,0,0.00
61,1,10,3,q_r2_r7 | q_r7_r5 | q_r5_r11,0.0226,0.0102,3000,3000,0,0.00
62,1,12,1,q_r2_r7 | q_r7_r3 | q_r3_r13,11.1430,10.9538,2739000,2739000,0,0.00
63,1,12,2,q_r2_r15 | q_r15_r12 | q_r12_r13,11.1430,0.1885,48000,13500,34500,71.88
64,1,13,1,q_r2_r7 | q_r7_r14,0.0404,0.0231,6000,4500,1500,25.00
65,1,13,2,q_r2_r15 | q_r15_r5 | q_r5_r7 | q_r7_r14,0.0404,0.0122,4500,4500,0,0.00
66,1,14,0,q_r2_r15,47.5462,47.4307,11859000,11859000,0,0.00
67,1,14,1,q_r2_r7 | q_r7_r22 | q_r22_r15,47.5462,0.0314,9000,9000,0,0.00
68,1,14,2,q_r2_r7 | q_r7_r5 | q_r5_r15,47.5462,0.0841,22500,22500,0,0.00
69,1,15,0,q_r2_r15 | q_r15_r22 | q_r22_r16,2.0930,0.7646,192000,192000,0,0.00
70,1,15,1,q_r2_r7 | q_r7_r22 | q_r22_r16,2.0930,1.3283,333000,333000,0,0.00
71,1,16,1,q_r2_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,0.0449,0.0337,9000,7500,1500,16.67
72,1,17,1,q_r2_r7 | q_r7_r22 | q_r22_r18,0.0545,0.0252,7500,6000,1500,20.00
73,1,17,2,q_r2_r7 | q_r7_r6 | q_r6_r18,0.0545,0.0213,6000,4500,1500,25.00
74,1,18,0,q_r2_r15 | q_r15_r5 | q_r5_r19,152.9095,5.8622,1467000,1467000,0,0.00
75,1,18,1,q_r2_r7 | q_r7_r22 | q_r22_r19,152.9095,34.8791,8721000,8719500,1500,0.02
76,1,18,2,q_r2_r15 | q_r15_r22 | q_r22_r19,152.9095,34.3872,8598000,8598000,0,0.00
77,1,18,3,q_r2_r7 | q_r7_r5 | q_r5_r19,152.9095,77.7810,19446000,19444500,1500,0.01
78,1,19,0,q_r2_r15 | q_r15_r5 | q_r5_r1 | q_r1_r20,0.7212,0.0505,13500,12000,1500,11.11
79,1,19,1,q_r2_r7 | q_r7_r3 | q_r3_r1 | q_r1_r20,0.7212,0.4036,102000,100500,1500,1.47
80,1,19,2,q_r2_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20,0.7212,0.2661,67500,66000,1500,2.22
81,1,20,0,q_r2_r15 | q_r15_r5 | q_r5_r4 | q_r4_r21,47.5738,11.5233,2881500,2881500,0,0.00
82,1,20,1,q_r2_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,47.5738,35.2594,8815500,8814000,1500,0.02
83,1,20,3,q_r2_r14 | q_r14_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,47.5738,0.7878,198000,198000,0,0.00
84,1,21,0,q_r2_r15 | q_r15_r22,2.3980,0.6464,162000,160500,1500,0.93
85,1,21,1,q_r2_r7 | q_r7_r22,2.3980,1.7515,438000,436500,1500,0.34
86,2,0,0,q_r3_r1,4941.5329,2644.6813,661171500,661164000,7500,0.00
87,2,0,1,q_r3_r13 | q_r13_r5 | q_r5_r1,4941.5329,914.9971,228750000,228745500,4500,0.00
88,2,0,2,q_r3_r7 | q_r7_r5 | q_r5_r1,4941.5329,1302.5513,325638000,325633500,4500,0.00
89,2,0,3,q_r3_r13 | q_r13_r8 | q_r8_r5 | q_r5_r1,4941.5329,79.3031,19827000,19825500,1500,0.01
90,2,1,0,q_r3_r7 | q_r7_r2,1.9327,0.9877,247500,247500,0,0.00
91,2,1,2,q_r3_r13 | q_r13_r12 | q_r12_r15 | q_r15_r2,1.9327,0.0485,13500,4500,9000,66.67
92,2,1,3,q_r3_r7 | q_r7_r22 | q_r22_r15 | q_r15_r2,1.9327,0.8939,223500,223500,0,0.00
93,2,3,0,q_r3_r13 | q_r13_r5 | q_r5_r4,1.4012,0.2429,61500,61500,0,0.00
94,2,3,1,q_r3_r7 | q_r7_r5 | q_r5_r4,1.4012,0.4408,111000,111000,0,0.00
95,2,3,2,q_r3_r1 | q_r1_r5 | q_r5_r4,1.4012,0.6986,175500,175500,0,0.00
96,2,3,3,q_r3_r13 | q_r13_r8 | q_r8_r5 | q_r5_r4,1.4012,0.0189,6000,6000,0,0.00
97,2,4,0,q_r3_r13 | q_r13_r5,1397.8234,337.3115,84328500,84327000,1500,0.00
98,2,4,1,q_r3_r7 | q_r7_r5,1397.8234,454.6911,113673000,113673000,0,0.00
99,2,4,2,q_r3_r1 | q_r1_r5,1397.8234,605.8117,151453500,151452000,1500,0.00
100,2,5,0,q_r3_r13 | q_r13_r6,4842.5740,1816.7453,454186500,454182000,4500,0.00
101,2,5,1,q_r3_r7 | q_r7_r6,4842.5740,2084.7222,521181000,521173500,7500,0.00
102,2,5,2,q_r3_r13 | q_r13_r5 | q_r5_r7 | q_r7_r6,4842.5740,538.0637,134517000,134514000,3000,0.00
103,2,5,3,q_r3_r1 | q_r1_r5 | q_r5_r13 | q_r13_r6,4842.5740,403.0429,100761000,100758000,3000,0.00
104,2,6,0,q_r3_r7,1573.7738,994.4684,248617500,248616000,1500,0.00
105,2,6,1,q_r3_r13 | q_r13_r6 | q_r6_r7,1573.7738,34.1670,8542500,8542500,0,0.00
106,2,6,2,q_r3_r1 | q_r1_r5 | q_r5_r7,1573.7738,106.8936,26724000,26724000,0,0.00
107,2,6,3,q_r3_r13 | q_r13_r5 | q_r5_r7,1573.7738,438.2447,109561500,109558500,3000,0.00
108,2,7,0,q_r3_r13 | q_r13_r8,0.4136,0.3492,88500,88500,0,0.00
109,2,7,2,q_r3_r13 | q_r13_r5 | q_r5_r8,0.4136,0.0382,10500,10500,0,0.00
110,2,7,3,q_r3_r1 | q_r1_r5 | q_r5_r8,0.4136,0.0201,6000,6000,0,0.00
111,2,8,0,q_r3_r1 | q_r1_r20 | q_r20_r9,0.3583,0.3021,76500,76500,0,0.00
112,2,8,2,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.3583,0.0202,6000,6000,0,0.00
113,2,8,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.3583,0.0313,9000,9000,0,0.00
114,2,9,0,q_r3_r1 | q_r1_r10,34.6477,34.2155,8554500,8554500,0,0.00
115,2,9,1,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r10,34.6477,0.1147,30000,30000,0,0.00
116,2,9,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r10,34.6477,0.3175,79500,79500,0,0.00
117,2,10,0,q_r3_r13 | q_r13_r5 | q_r5_r11,0.5239,0.0360,10500,9000,1500,14.29
118,2,10,1,q_r3_r7 | q_r7_r22 | q_r22_r11,0.5239,0.0937,24000,24000,0,0.00
119,2,10,2,q_r3_r1 | q_r1_r5 | q_r5_r11,0.5239,0.1490,37500,37500,0,0.00
120,2,10,3,q_r3_r7 | q_r7_r5 | q_r5_r11,0.5239,0.2453,61500,61500,0,0.00
121,2,11,0,q_r3_r13 | q_r13_r12,1.0394,0.0724,19500,0,19500,100.00
122,2,11,1,q_r3_r7 | q_r7_r22 | q_r22_r15 | q_r15_r12,1.0394,0.1749,45000,15000,30000,66.67
123,2,11,2,q_r3_r13 | q_r13_r5 | q_r5_r15 | q_r15_r12,1.0394,0.2452,61500,15000,46500,75.61
124,2,11,3,q_r3_r1 | q_r1_r5 | q_r5_r13 | q_r13_r12,1.0394,0.5469,138000,13500,124500,90.22
125,2,12,0,q_r3_r13,0.4936,0.4913,123000,121500,1500,1.22
126,2,14,0,q_r3_r13 | q_r13_r12 | q_r12_r15,140.7976,25.9166,6480000,832500,5647500,87.15
127,2,14,1,q_r3_r7 | q_r7_r22 | q_r22_r15,140.7976,0.4996,126000,126000,0,0.00
128,2,14,2,q_r3_r13 | q_r13_r5 | q_r5_r15,140.7976,72.6768,18169500,18168000,1500,0.01
129,2,14,3,q_r3_r1 | q_r1_r5 | q_r5_r15,140.7976,41.7046,10426500,10426500,0,0.00
130,2,15,0,q_r3_r1 | q_r1_r16,32.6024,10.2118,2553000,2553000,0,0.00
131,2,15,1,q_r3_r7 | q_r7_r22 | q_r22_r16,32.6024,6.1290,1533000,1533000,0,0.00
132,2,15,2,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r16,32.6024,7.0854,1771500,1770000,1500,0.08
133,2,15,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r16,32.6024,9.1761,2295000,2295000,0,0.00
134,2,17,0,q_r3_r13 | q_r13_r6 | q_r6_r18,82.2468,48.1473,12037500,12036000,1500,0.01
135,2,17,1,q_r3_r7 | q_r7_r22 | q_r22_r18,82.2468,19.8000,4951500,4948500,3000,0.06
136,2,17,2,q_r3_r7 | q_r7_r6 | q_r6_r18,82.2468,14.2992,3576000,3574500,1500,0.04
137,2,18,0,q_r3_r13 | q_r13_r5 | q_r5_r19,2139.8993,310.9108,77728500,77725500,3000,0.00
138,2,18,1,q_r3_r7 | q_r7_r22 | q_r22_r19,2139.8993,415.9580,103990500,103987500,3000,0.00
139,2,18,2,q_r3_r1 | q_r1_r5 | q_r5_r19,2139.8993,706.3344,176584500,176581500,3000,0.00
140,2,18,3,q_r3_r7 | q_r7_r5 | q_r5_r19,2139.8993,706.6961,176674500,176670000,4500,0.00
141,2,19,0,q_r3_r1 | q_r1_r20,1.2611,0.1738,43500,43500,0,0.00
142,2,19,1,q_r3_r13 | q_r13_r5 | q_r5_r1 | q_r1_r20,1.2611,0.1818,46500,45000,1500,3.23
143,2,19,2,q_r3_r1 | q_r1_r10 | q_r10_r9 | q_r9_r20,1.2611,0.7277,183000,183000,0,0.00
144,2,19,3,q_r3_r7 | q_r7_r5 | q_r5_r1 | q_r1_r20,1.2611,0.1778,45000,43500,1500,3.33
145,2,20,0,q_r3_r1 | q_r1_r10 | q_r10_r21,7.8502,3.9644,991500,990000,1500,0.15
146,2,20,1,q_r3_r13 | q_r13_r5 | q_r5_r4 | q_r4_r21,7.8502,0.6535,163500,162000,1500,0.92
147,2,20,2,q_r3_r1 | q_r1_r5 | q_r5_r4 | q_r4_r21,7.8502,0.7451,187500,186000,1500,0.80
148,2,20,3,q_r3_r7 | q_r7_r5 | q_r5_r4 | q_r4_r21,7.8502,2.4872,622500,621000,1500,0.24
149,2,21,0,q_r3_r7 | q_r7_r22,33.4695,32.7316,8184000,8182500,1500,0.02
150,2,21,3,q_r3_r13 | q_r13_r12 | q_r12_r15 | q_r15_r22,33.4695,0.7352,184500,27000,157500,85.37
151,3,0,0,q_r4_r5 | q_r5_r1,35.5262,33.6746,8419500,8419500,0,0.00
152,3,0,2,q_r4_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1,35.5262,0.0129,4500,3000,1500,33.33
153,3,0,3,q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1,35.5262,1.8327,459000,457500,1500,0.33
154,3,1,0,q_r4_r5 | q_r5_r7 | q_r7_r2,0.0866,0.0366,10500,10500,0,0.00
155,3,1,1,q_r4_r5 | q_r5_r15 | q_r15_r2,0.0866,0.0491,13500,13500,0,0.00
156,3,2,0,q_r4_r5 | q_r5_r13 | q_r13_r3,0.5971,0.0172,4500,4500,0,0.00
157,3,2,1,q_r4_r5 | q_r5_r7 | q_r7_r3,0.5971,0.1207,31500,31500,0,0.00
158,3,2,2,q_r4_r5 | q_r5_r1 | q_r1_r3,0.5971,0.4590,115500,115500,0,0.00
159,3,4,0,q_r4_r5,26.3743,26.3721,6594000,6594000,0,0.00
160,3,5,0,q_r4_r5 | q_r5_r13 | q_r13_r6,0.3290,0.2414,61500,61500,0,0.00
161,3,5,1,q_r4_r5 | q_r5_r7 | q_r7_r6,0.3290,0.0580,15000,15000,0,0.00
162,3,5,3,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r7 | q_r7_r6,0.3290,0.0296,7500,7500,0,0.00
163,3,6,0,q_r4_r5 | q_r5_r7,253.0499,231.0026,57751500,57751500,0,0.00
164,3,6,1,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r7,253.0499,21.3465,5337000,5337000,0,0.00
165,3,6,2,q_r4_r5 | q_r5_r13 | q_r13_r6 | q_r6_r7,253.0499,0.0632,16500,16500,0,0.00
166,3,6,3,q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r7,253.0499,0.6377,160500,160500,0,0.00
167,3,7,0,q_r4_r5 | q_r5_r8,0.0878,0.0487,13500,13500,0,0.00
168,3,7,1,q_r4_r5 | q_r5_r13 | q_r13_r8,0.0878,0.0389,10500,10500,0,0.00
169,3,8,0,q_r4_r21 | q_r21_r10 | q_r10_r9,0.2196,0.0220,6000,6000,0,0.00
170,3,8,1,q_r4_r5 | q_r5_r1 | q_r1_r20 | q_r20_r9,0.2196,0.1468,37500,37500,0,0.00
171,3,8,2,q_r4_r5 | q_r5_r1 | q_r1_r10 | q_r10_r9,0.2196,0.0503,13500,12000,1500,11.11
172,3,9,0,q_r4_r21 | q_r21_r10,8.9933,3.9441,987000,987000,0,0.00
173,3,9,1,q_r4_r5 | q_r5_r1 | q_r1_r10,8.9933,4.6511,1164000,1162500,1500,0.13
174,3,9,2,q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r1 | q_r1_r10,8.9933,0.3945,99000,99000,0,0.00
175,3,10,0,q_r4_r5 | q_r5_r11,0.0153,0.0121,4500,3000,1500,33.33
176,3,14,0,q_r4_r5 | q_r5_r15,41.6841,41.3286,10333500,10332000,1500,0.01
177,3,14,1,q_r4_r17 | q_r17_r19 | q_r19_r22 | q_r22_r15,41.6841,0.2975,75000,75000,0,0.00
178,3,14,2,q_r4_r5 | q_r5_r13 | q_r13_r12 | q_r12_r15,41.6841,0.0181,6000,0,6000,100.00
179,3,14,3,q_r4_r17 | q_r17_r19 | q_r19_r5 | q_r5_r15,41.6841,0.0398,10500,10500,0,0.00
180,3,15,0,q_r4_r5 | q_r5_r1 | q_r1_r16,0.7408,0.1230,31500,30000,1500,4.76
181,3,15,1,q_r4_r21 | q_r21_r10 | q_r10_r1 | q_r1_r16,0.7408,0.0388,10500,10500,0,0.00
182,3,15,2,q_r4_r5 | q_r5_r19 | q_r19_r22 | q_r22_r16,0.7408,0.5789,145500,144000,1500,1.03
183,3,18,0,q_r4_r17 | q_r17_r19,8.8214,1.2884,322500,322500,0,0.00
184,3,18,1,q_r4_r5 | q_r5_r19,8.8214,7.1997,1800000,1798500,1500,0.08
185,3,18,2,q_r4_r5 | q_r5_r7 | q_r7_r22 | q_r22_r19,8.8214,0.3309,84000,82500,1500,1.79
186,3,19,0,q_r4_r5 | q_r5_r1 | q_r1_r20,0.8512,0.5713,144000,142500,1500,1.04
187,3,19,1,q_r4_r21 | q_r21_r10 | q_r10_r9 | q_r9_r20,0.8512,0.0152,4500,4500,0,0.00
188,3,19,2,q_r4_r21 | q_r21_r10 | q_r10_r1 | q_r1_r20,0.8512,0.0759,19500,19500,0,0.00
189,3,19,3,q_r4_r5 | q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20,0.8512,0.1887,48000,46500,1500,3.12
190,3,21,0,q_r4_r17 | q_r17_r19 | q_r19_r22,0.2587,0.1022,27000,27000,0,0.00
191,3,21,1,q_r4_r5 | q_r5_r19 | q_r19_r22,0.2587,0.0107,3000,1500,1500,50.00
192,3,21,3,q_r4_r5 | q_r5_r15 | q_r15_r22,0.2587,0.1407,36000,34500,1500,4.17
193,4,0,0,q_r5_r1,366.1302,366.0899,91522500,91522500,0,0.00
194,4,0,1,q_r5_r13 | q_r13_r3 | q_r3_r1,366.1302,0.0168,4500,4500,0,0.00
195,4,0,2,q_r5_r7 | q_r7_r3 | q_r3_r1,366.1302,0.0235,6000,6000,0,0.00
196,4,1,0,q_r5_r7 | q_r7_r2,34.1033,14.9511,3738000,3738000,0,0.00
197,4,1,1,q_r5_r15 | q_r15_r2,34.1033,19.1516,4788000,4788000,0,0.00
198,4,2,0,q_r5_r13 | q_r13_r3,41.9188,1.0269,258000,258000,0,0.00
199,4,2,1,q_r5_r7 | q_r7_r3,41.9188,7.8058,1951500,1951500,0,0.00
200,4,2,2,q_r5_r1 | q_r1_r3,41.9188,33.0861,8272500,8272500,0,0.00
201,4,3,0,q_r5_r4,352.1944,352.1935,88048500,88048500,0,0.00
202,4,5,0,q_r5_r13 | q_r13_r6,167.2231,135.7666,33942000,33942000,0,0.00
203,4,5,1,q_r5_r7 | q_r7_r6,167.2231,31.4069,7852500,7852500,0,0.00
204,4,5,3,q_r5_r13 | q_r13_r3 | q_r3_r7 | q_r7_r6,167.2231,0.0496,13500,13500,0,0.00
205,4,6,0,q_r5_r7,97.9471,95.7543,23940000,23938500,1500,0.01
206,4,6,3,q_r5_r13 | q_r13_r3 | q_r3_r7,97.9471,2.1874,547500,547500,0,0.00
207,4,7,0,q_r5_r8,115.7648,77.5104,19378500,19378500,0,0.00
208,4,7,1,q_r5_r13 | q_r13_r8,115.7648,38.2523,9564000,9564000,0,0.00
209,4,8,0,q_r5_r1 | q_r1_r20 | q_r20_r9,2.2702,1.4150,354000,354000,0,0.00
210,4,8,1,q_r5_r1 | q_r1_r10 | q_r10_r9,2.2702,0.4595,115500,115500,0,0.00
211,4,8,2,q_r5_r4 | q_r4_r21 | q_r21_r10 | q_r10_r9,2.2702,0.3363,85500,85500,0,0.00
212,4,8,3,q_r5_r13 | q_r13_r3 | q_r3_r1 | q_r1_r20 | q_r20_r9,2.2702,0.0594,15000,15000,0,0.00
213,4,9,0,q_r5_r1 | q_r1_r10,50.8991,31.3715,7843500,7843500,0,0.00
214,4,9,1,q_r5_r4 | q_r4_r21 | q_r21_r10,50.8991,19.5190,4881000,4881000,0,0.00
215,4,10,0,q_r5_r11,5.3950,5.0950,1275000,1275000,0,0.00
216,4,10,1,q_r5_r19 | q_r19_r22 | q_r22_r11,5.3950,0.2853,72000,72000,0,0.00
217,4,10,2,q_r5_r7 | q_r7_r22 | q_r22_r11,5.3950,0.0143,4500,4500,0,0.00
218,4,11,0,q_r5_r13 | q_r13_r12,261.4669,126.6014,31651500,5322000,26329500,83.19
219,4,11,1,q_r5_r15 | q_r15_r12,261.4669,129.6057,32401500,11674500,20727000,63.97
220,4,11,2,q_r5_r8 | q_r8_r13 | q_r13_r12,261.4669,1.8407,460500,61500,399000,86.64
221,4,11,3,q_r5_r19 | q_r19_r22 | q_r22_r15 | q_r15_r12,261.4669,3.4191,855000,231000,624000,72.98
222,4,12,0,q_r5_r13,40.6774,40.6773,10170000,10170000,0,0.00
223,4,13,0,q_r5_r7 | q_r7_r14,0.8420,0.5336,133500,133500,0,0.00
224,4,13,1,q_r5_r15 | q_r15_r2 | q_r2_r14,0.8420,0.1983,51000,51000,0,0.00
225,4,13,2,q_r5_r7 | q_r7_r2 | q_r2_r14,0.8420,0.1099,28500,28500,0,0.00
226,4,14,0,q_r5_r15,406.2617,405.1443,101287500,101286000,1500,0.00
227,4,14,1,q_r5_r13 | q_r13_r12 | q_r12_r15,406.2617,0.0353,9000,3000,6000,66.67
228,4,14,3,q_r5_r7 | q_r7_r22 | q_r22_r15,406.2617,1.0821,271500,271500,0,0.00
229,4,15,0,q_r5_r1 | q_r1_r16,52.8961,8.0428,2011500,2011500,0,0.00
230,4,15,1,q_r5_r19 | q_r19_r22 | q_r22_r16,52.8961,34.8513,8713500,8713500,0,0.00
231,4,15,2,q_r5_r7 | q_r7_r22 | q_r22_r16,52.8961,1.8404,460500,460500,0,0.00
232,4,15,3,q_r5_r15 | q_r15_r22 | q_r22_r16,52.8961,8.1615,2041500,2041500,0,0.00
233,4,16,0,q_r5_r19 | q_r19_r17,2.1308,1.4519,363000,363000,0,0.00
234,4,16,1,q_r5_r4 | q_r4_r17,2.1308,0.5035,126000,126000,0,0.00
235,4,16,2,q_r5_r7 | q_r7_r22 | q_r22_r19 | q_r19_r17,2.1308,0.1739,43500,43500,0,0.00
236,4,17,0,q_r5_r13 | q_r13_r6 | q_r6_r18,2.5571,0.8668,217500,217500,0,0.00
237,4,17,1,q_r5_r19 | q_r19_r22 | q_r22_r18,2.5571,0.0678,18000,18000,0,0.00
238,4,17,2,q_r5_r7 | q_r7_r22 | q_r22_r18,2.5571,1.6146,405000,405000,0,0.00
239,4,18,0,q_r5_r19,637.3205,536.5401,134136000,134134500,1500,0.00
240,4,18,1,q_r5_r7 | q_r7_r22 | q_r22_r19,637.3205,19.6257,4906500,4906500,0,0.00
241,4,18,2,q_r5_r15 | q_r15_r22 | q_r22_r19,637.3205,80.6167,20155500,20154000,1500,0.01
